CaseMasterID,CrimeNo,District,PoliceStationNo,CrimeRegisteredDate,Year,Month,Hour,TimeOfDay,CaseCategory,GravityOffence,CrimeHead,CrimeSubHead,CaseStatus,latitude,longitude
4642,700180003202504642,Mandya,3,2025-07-17,2025,7,17,Afternoon (12PM-6PM),Zero FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,12.48011,76.77798
4643,100200001202504643,Chitradurga,1,2025-11-01,2025,11,20,Evening (6PM-12AM),FIR,Heinous,Crimes Against Women,Dowry Harassment,Closed,14.24083,76.39203
4644,100040001202304644,Mangaluru (Dakshina Kannada),1,2023-05-26,2023,5,5,Night (12AM-6AM),FIR,Non-Heinous,Cyber Crime,Phishing,Charge Sheeted,12.78444,74.78912
4645,100240004202304645,Kodagu,4,2023-10-10,2023,10,11,Morning (6AM-12PM),FIR,Heinous,Crimes Against Women,Domestic Violence,Under Investigation,12.34972,75.69323
4646,100070002202604646,Hubballi-Dharwad,2,2026-08-07,2026,8,9,Morning (6AM-12PM),FIR,Non-Heinous,Economic Offences,Forgery,Under Investigation,15.36872,75.22673
4647,100280004202604647,Haveri,4,2026-02-06,2026,2,4,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,14.77579,75.32205
4648,100090003202404648,Tumakuru,3,2024-06-26,2024,6,23,Evening (6PM-12AM),PAR,Non-Heinous,Crimes Against Property,Dacoity,Closed,13.31599,77.13247
4649,100030004202304649,Mysuru,4,2023-02-14,2023,2,9,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,12.32335,76.6784
4650,100020002202404650,Bengaluru Rural,2,2024-12-21,2024,12,13,Afternoon (12PM-6PM),FIR,Non-Heinous,Public Order,Rioting,Under Investigation,13.32284,77.49808
4651,100110002202404651,Davanagere,2,2024-11-26,2024,11,21,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Property,Burglary,False Case,14.42622,75.93583
4652,700020004202304652,Bengaluru Rural,4,2023-07-21,2023,7,1,Night (12AM-6AM),Zero FIR,Heinous,Crimes Against Women,Dowry Harassment,Under Investigation,13.28338,77.50775
4653,400300003202404653,Uttara Kannada,3,2024-01-09,2024,1,18,Evening (6PM-12AM),UDR,Non-Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,14.6478,74.69924
4654,100080002202604654,Ballari,2,2026-05-01,2026,5,3,Night (12AM-6AM),FIR,Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,15.09348,76.90614
4655,100080001202604655,Ballari,1,2026-02-24,2026,2,11,Morning (6AM-12PM),FIR,Heinous,Crimes Against Body,Grievous Hurt,Undetected,15.18885,76.78335
4656,100220004202604656,Yadgir,4,2026-11-11,2026,11,23,Evening (6PM-12AM),FIR,Heinous,Crimes Against Women,Molestation,Undetected,16.68386,77.17107
4657,100230004202604657,Chamarajanagar,4,2026-12-05,2026,12,14,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Burglary,Under Investigation,11.88644,76.95649
4658,100250002202404658,Ramanagara,2,2024-02-06,2024,2,10,Morning (6AM-12PM),PAR,Non-Heinous,Crimes Against Body,Attempt to Murder,Charge Sheeted,12.77674,77.30719
4659,100230002202504659,Chamarajanagar,2,2025-06-26,2025,6,1,Night (12AM-6AM),PAR,Non-Heinous,Crimes Against Body,Murder,False Case,11.90929,77.04903
4660,100090001202504660,Tumakuru,1,2025-10-05,2025,10,4,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,13.29576,77.0972
4661,100210002202604661,Koppal,2,2026-07-21,2026,7,19,Evening (6PM-12AM),FIR,Heinous,Narcotics,NDPS Trafficking,Undetected,15.24959,76.12924
4662,100020002202204662,Bengaluru Rural,2,2022-12-21,2022,12,12,Afternoon (12PM-6PM),FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Charge Sheeted,13.28988,77.53125
4663,100050002202304663,Belagavi,2,2023-11-17,2023,11,16,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Women,Molestation,Closed,15.90796,74.5232
4664,100230003202604664,Chamarajanagar,3,2026-06-10,2026,6,11,Morning (6AM-12PM),FIR,Non-Heinous,Economic Offences,Cheating,Under Investigation,11.89472,76.91085
4665,100020002202604665,Bengaluru Rural,2,2026-09-04,2026,9,8,Morning (6AM-12PM),FIR,Heinous,Crimes Against Women,Sexual Assault,False Case,13.28188,77.52815
4666,100020003202404666,Bengaluru Rural,3,2024-11-23,2024,11,14,Afternoon (12PM-6PM),FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,False Case,13.15379,77.54973
4667,100050002202404667,Belagavi,2,2024-03-15,2024,3,1,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Closed,15.91548,74.42859
4668,100230004202604668,Chamarajanagar,4,2026-08-05,2026,8,23,Evening (6PM-12AM),FIR,Heinous,Crimes Against Body,Grievous Hurt,Undetected,11.92656,76.9098
4669,100050001202404669,Belagavi,1,2024-06-26,2024,6,11,Morning (6AM-12PM),PAR,Non-Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,15.89318,74.52652
4670,100290001202604670,Gadag,1,2026-08-27,2026,8,11,Morning (6AM-12PM),FIR,Heinous,Narcotics,NDPS Trafficking,Closed,15.45829,75.58924
4671,100050001202404671,Belagavi,1,2024-03-09,2024,3,2,Night (12AM-6AM),FIR,Non-Heinous,Narcotics,NDPS Possession,Charge Sheeted,15.79086,74.45811
4672,100190004202404672,Hassan,4,2024-07-26,2024,7,2,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Women,Molestation,False Case,12.86708,76.05892
4673,100140002202404673,Bidar,2,2024-07-23,2024,7,16,Afternoon (12PM-6PM),FIR,Heinous,Narcotics,NDPS Possession,Closed,17.85793,77.55066
4674,100240001202204674,Kodagu,1,2022-01-25,2022,1,3,Night (12AM-6AM),PAR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Closed,12.36515,75.75219
4675,100040001202404675,Mangaluru (Dakshina Kannada),1,2024-02-11,2024,2,6,Morning (6AM-12PM),FIR,Non-Heinous,Narcotics,NDPS Trafficking,Under Investigation,13.00391,74.77196
4676,700090004202204676,Tumakuru,4,2022-03-22,2022,3,20,Evening (6PM-12AM),Zero FIR,Non-Heinous,Crimes Against Property,Robbery,Under Investigation,13.2441,77.14424
4677,100140002202204677,Bidar,2,2022-04-16,2022,4,3,Night (12AM-6AM),FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Closed,17.87862,77.59433
4678,100010004202604678,Bengaluru City,4,2026-12-16,2026,12,6,Morning (6AM-12PM),FIR,Heinous,Crimes Against Body,Attempt to Murder,Charge Sheeted,13.002,77.63365
4679,400080004202204679,Ballari,4,2022-09-04,2022,9,9,Morning (6AM-12PM),UDR,Non-Heinous,Crimes Against Body,Assault,Under Investigation,15.01496,76.84171
4680,100250003202404680,Ramanagara,3,2024-08-27,2024,8,23,Evening (6PM-12AM),FIR,Non-Heinous,Narcotics,NDPS Trafficking,Undetected,12.70933,77.31704
4681,700010001202404681,Bengaluru City,1,2024-07-18,2024,7,17,Afternoon (12PM-6PM),Zero FIR,Heinous,Crimes Against Body,Murder,Closed,12.92779,77.50437
4682,100020002202304682,Bengaluru Rural,2,2023-10-18,2023,10,6,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Body,Murder,Closed,13.30454,77.55978
4683,100200004202204683,Chitradurga,4,2022-09-14,2022,9,10,Morning (6AM-12PM),FIR,Heinous,Crimes Against Women,Domestic Violence,Charge Sheeted,14.26476,76.46576
4684,100010002202404684,Bengaluru City,2,2024-08-17,2024,8,3,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Closed,13.04014,77.58616
4685,100190003202404685,Hassan,3,2024-01-16,2024,1,7,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Body,Assault,Charge Sheeted,13.10384,76.11706
4686,100190004202604686,Hassan,4,2026-09-01,2026,9,6,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,False Case,13.03375,76.07446
4687,700020002202204687,Bengaluru Rural,2,2022-03-04,2022,3,3,Night (12AM-6AM),Zero FIR,Non-Heinous,Public Order,Rioting,Charge Sheeted,13.23648,77.49602
4688,100060004202404688,Kalaburagi,4,2024-08-14,2024,8,11,Morning (6AM-12PM),PAR,Heinous,Crimes Against Women,Dowry Harassment,Closed,17.29593,76.80722
4689,100020003202304689,Bengaluru Rural,3,2023-01-23,2023,1,5,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Robbery,Undetected,13.27376,77.50428
4690,100130002202604690,Raichur,2,2026-03-02,2026,3,13,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Robbery,Undetected,16.22081,77.24233
4691,100180002202404691,Mandya,2,2024-11-01,2024,11,14,Afternoon (12PM-6PM),FIR,Non-Heinous,Economic Offences,Forgery,Under Investigation,12.59481,76.72002
4692,100110001202604692,Davanagere,1,2026-02-24,2026,2,14,Afternoon (12PM-6PM),FIR,Heinous,Crimes Against Body,Murder,Under Investigation,14.50512,75.84337
4693,100150003202304693,Chikkamagaluru,3,2023-10-09,2023,10,1,Night (12AM-6AM),FIR,Non-Heinous,Cyber Crime,Online Fraud,False Case,13.26827,75.73779
4694,700170003202504694,Kolar,3,2025-08-02,2025,8,16,Afternoon (12PM-6PM),Zero FIR,Heinous,Crimes Against Women,Sexual Assault,Undetected,13.11066,78.2545
4695,100060003202504695,Kalaburagi,3,2025-07-09,2025,7,0,Night (12AM-6AM),FIR,Heinous,Crimes Against Body,Grievous Hurt,Closed,17.26615,76.80442
4696,100110001202204696,Davanagere,1,2022-08-25,2022,8,1,Night (12AM-6AM),FIR,Non-Heinous,Cyber Crime,Online Fraud,Closed,14.47973,75.91853
4697,100290004202304697,Gadag,4,2023-08-18,2023,8,12,Afternoon (12PM-6PM),FIR,Non-Heinous,Economic Offences,Forgery,Under Investigation,15.40812,75.68821
4698,100210003202604698,Koppal,3,2026-08-04,2026,8,19,Evening (6PM-12AM),FIR,Non-Heinous,Cyber Crime,Phishing,Charge Sheeted,15.25946,76.10693
4699,100040001202204699,Mangaluru (Dakshina Kannada),1,2022-11-04,2022,11,18,Evening (6PM-12AM),FIR,Heinous,Crimes Against Body,Murder,Charge Sheeted,12.86517,74.85922
4700,100160002202604700,Udupi,2,2026-02-27,2026,2,17,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Women,Molestation,Under Investigation,13.4328,74.75468
4701,100220004202304701,Yadgir,4,2023-04-23,2023,4,12,Afternoon (12PM-6PM),FIR,Non-Heinous,Economic Offences,Forgery,Charge Sheeted,16.83578,77.19815
4702,100090004202604702,Tumakuru,4,2026-05-23,2026,5,15,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,13.41508,77.1948
4703,100140004202404703,Bidar,4,2024-05-25,2024,5,11,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Robbery,Closed,17.93134,77.54366
4704,100020002202604704,Bengaluru Rural,2,2026-11-22,2026,11,6,Morning (6AM-12PM),FIR,Non-Heinous,Public Order,Rioting,Charge Sheeted,13.31126,77.46619
4705,100150002202204705,Chikkamagaluru,2,2022-01-11,2022,1,16,Afternoon (12PM-6PM),FIR,Non-Heinous,Economic Offences,Cheating,Under Investigation,13.28934,75.75381
4706,100170004202204706,Kolar,4,2022-05-12,2022,5,16,Afternoon (12PM-6PM),PAR,Non-Heinous,Crimes Against Body,Assault,Closed,13.07466,78.13655
4707,100020001202204707,Bengaluru Rural,1,2022-01-26,2022,1,8,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Theft,Closed,13.26625,77.56218
4708,100110003202304708,Davanagere,3,2023-04-09,2023,4,20,Evening (6PM-12AM),FIR,Heinous,Crimes Against Body,Attempt to Murder,False Case,14.50736,76.00433
4709,100020002202404709,Bengaluru Rural,2,2024-03-18,2024,3,9,Morning (6AM-12PM),PAR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,13.24211,77.56659
4710,100020003202504710,Bengaluru Rural,3,2025-01-26,2025,1,11,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Burglary,Under Investigation,13.23709,77.65882
4711,100050002202404711,Belagavi,2,2024-10-22,2024,10,10,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Dacoity,False Case,15.76351,74.56655
4712,100170003202604712,Kolar,3,2026-04-15,2026,4,1,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Burglary,Under Investigation,13.15016,78.09295
4713,100030004202404713,Mysuru,4,2024-07-21,2024,7,14,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Burglary,Closed,12.20539,76.65131
4714,100110003202604714,Davanagere,3,2026-03-21,2026,3,20,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Under Investigation,14.54421,75.93654
4715,700120002202504715,Vijayapura,2,2025-09-05,2025,9,1,Night (12AM-6AM),Zero FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,16.75646,75.65638
4716,100240003202304716,Kodagu,3,2023-09-07,2023,9,10,Morning (6AM-12PM),PAR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,12.34583,75.84346
4717,100030001202604717,Mysuru,1,2026-10-19,2026,10,4,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Women,Sexual Assault,False Case,12.39933,76.66558
4718,100190003202304718,Hassan,3,2023-03-04,2023,3,16,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Under Investigation,12.94596,76.15935
4719,100240003202604719,Kodagu,3,2026-06-14,2026,6,22,Evening (6PM-12AM),FIR,Non-Heinous,Public Order,Rioting,Under Investigation,12.36526,75.73245
4720,100020002202404720,Bengaluru Rural,2,2024-10-14,2024,10,6,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Body,Assault,Closed,13.20378,77.53797
4721,100040002202204721,Mangaluru (Dakshina Kannada),2,2022-08-23,2022,8,17,Afternoon (12PM-6PM),FIR,Heinous,Crimes Against Women,Domestic Violence,Closed,12.92709,74.87684
4722,100190001202304722,Hassan,1,2023-07-27,2023,7,3,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Undetected,13.00043,76.09219
4723,400090001202604723,Tumakuru,1,2026-11-13,2026,11,19,Evening (6PM-12AM),UDR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,13.46173,77.19967
4724,100010003202404724,Bengaluru City,3,2024-07-27,2024,7,23,Evening (6PM-12AM),FIR,Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,12.98761,77.54351
4725,100140004202504725,Bidar,4,2025-02-01,2025,2,21,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Body,Murder,Closed,18.00477,77.56539
4726,100040002202604726,Mangaluru (Dakshina Kannada),2,2026-08-16,2026,8,15,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Women,Domestic Violence,Undetected,12.89287,74.96808
4727,100150004202404727,Chikkamagaluru,4,2024-03-10,2024,3,23,Evening (6PM-12AM),FIR,Non-Heinous,Cyber Crime,Phishing,Under Investigation,13.35547,75.81343
4728,100160004202604728,Udupi,4,2026-08-21,2026,8,1,Night (12AM-6AM),PAR,Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,13.32907,74.61269
4729,100240001202404729,Kodagu,1,2024-06-10,2024,6,23,Evening (6PM-12AM),FIR,Non-Heinous,Cyber Crime,Cyberstalking,Charge Sheeted,12.25599,75.79357
4730,100300001202204730,Uttara Kannada,1,2022-09-13,2022,9,8,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Dacoity,Under Investigation,14.81338,74.68957
4731,700110004202604731,Davanagere,4,2026-10-15,2026,10,13,Afternoon (12PM-6PM),Zero FIR,Non-Heinous,Crimes Against Property,Robbery,Closed,14.42535,75.9375
4732,100060001202204732,Kalaburagi,1,2022-07-20,2022,7,2,Night (12AM-6AM),FIR,Heinous,Crimes Against Women,Sexual Assault,Closed,17.30463,76.78501
4733,100060004202304733,Kalaburagi,4,2023-10-24,2023,10,11,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Body,Murder,Charge Sheeted,17.34865,76.7762
4734,100180001202404734,Mandya,1,2024-08-13,2024,8,2,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,12.55766,76.89048
4735,100050002202204735,Belagavi,2,2022-05-08,2022,5,13,Afternoon (12PM-6PM),FIR,Heinous,Crimes Against Women,Domestic Violence,Closed,15.84942,74.5169
4736,100160004202604736,Udupi,4,2026-05-08,2026,5,12,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Body,Assault,Charge Sheeted,13.285,74.62087
4737,700230001202604737,Chamarajanagar,1,2026-06-06,2026,6,7,Morning (6AM-12PM),Zero FIR,Non-Heinous,Cyber Crime,Identity Theft,False Case,11.95382,76.91754
4738,100040004202604738,Mangaluru (Dakshina Kannada),4,2026-02-18,2026,2,17,Afternoon (12PM-6PM),FIR,Heinous,Crimes Against Body,Murder,Under Investigation,12.9251,74.88308
4739,100080001202604739,Ballari,1,2026-10-03,2026,10,13,Afternoon (12PM-6PM),PAR,Non-Heinous,Crimes Against Property,Dacoity,Under Investigation,15.1365,77.01614
4740,100270003202404740,Bagalkot,3,2024-02-12,2024,2,18,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Property,Dacoity,Closed,16.12844,75.70052
4741,100030004202304741,Mysuru,4,2023-12-03,2023,12,17,Afternoon (12PM-6PM),PAR,Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,12.44282,76.59203
4742,100190003202504742,Hassan,3,2025-08-07,2025,8,8,Morning (6AM-12PM),FIR,Heinous,Crimes Against Women,Sexual Assault,Closed,12.96971,76.1089
4743,100250003202304743,Ramanagara,3,2023-10-05,2023,10,9,Morning (6AM-12PM),FIR,Non-Heinous,Economic Offences,Cheating,Under Investigation,12.76822,77.24817
4744,100070003202404744,Hubballi-Dharwad,3,2024-07-13,2024,7,7,Morning (6AM-12PM),FIR,Non-Heinous,Public Order,Rioting,Under Investigation,15.36531,75.07279
4745,100050003202504745,Belagavi,3,2025-05-15,2025,5,11,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Closed,15.83523,74.46749
4746,100040001202404746,Mangaluru (Dakshina Kannada),1,2024-12-21,2024,12,23,Evening (6PM-12AM),FIR,Heinous,Crimes Against Body,Assault,Under Investigation,13.00569,74.94617
4747,100050002202204747,Belagavi,2,2022-08-11,2022,8,15,Afternoon (12PM-6PM),FIR,Heinous,Crimes Against Women,Molestation,Charge Sheeted,15.82661,74.57466
4748,100090002202504748,Tumakuru,2,2025-10-12,2025,10,16,Afternoon (12PM-6PM),PAR,Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,13.29256,77.06744
4749,100100001202304749,Shivamogga,1,2023-02-27,2023,2,12,Afternoon (12PM-6PM),FIR,Non-Heinous,Cyber Crime,Online Fraud,Charge Sheeted,13.93776,75.49828
4750,400220001202404750,Yadgir,1,2024-09-14,2024,9,11,Morning (6AM-12PM),UDR,Non-Heinous,Crimes Against Property,Theft,Under Investigation,16.70083,77.11227
4751,700090001202504751,Tumakuru,1,2025-12-23,2025,12,17,Afternoon (12PM-6PM),Zero FIR,Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,13.36871,77.11681
4752,100020002202404752,Bengaluru Rural,2,2024-12-01,2024,12,8,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Dacoity,Undetected,13.25884,77.49101
4753,100250003202604753,Ramanagara,3,2026-03-01,2026,3,6,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,12.6093,77.26413
4754,100170004202504754,Kolar,4,2025-04-01,2025,4,20,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,13.04879,78.08856
4755,100030001202604755,Mysuru,1,2026-09-06,2026,9,2,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Robbery,Under Investigation,12.33498,76.63198
4756,100230001202304756,Chamarajanagar,1,2023-02-06,2023,2,21,Evening (6PM-12AM),PAR,Non-Heinous,Public Order,Unlawful Assembly,Closed,11.84732,77.0847
4757,100210002202404757,Koppal,2,2024-03-08,2024,3,5,Night (12AM-6AM),FIR,Non-Heinous,Economic Offences,Forgery,Charge Sheeted,15.31484,76.04697
4758,100050001202604758,Belagavi,1,2026-09-21,2026,9,4,Night (12AM-6AM),FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Undetected,15.89391,74.58789
4759,700280003202604759,Haveri,3,2026-06-09,2026,6,22,Evening (6PM-12AM),Zero FIR,Non-Heinous,Crimes Against Women,Molestation,Under Investigation,14.86185,75.31924
4760,100040001202604760,Mangaluru (Dakshina Kannada),1,2026-05-27,2026,5,11,Morning (6AM-12PM),FIR,Heinous,Crimes Against Women,Molestation,Under Investigation,12.86753,74.87416
4761,100010002202604761,Bengaluru City,2,2026-09-07,2026,9,2,Night (12AM-6AM),FIR,Heinous,Crimes Against Women,Dowry Harassment,False Case,13.01544,77.6461
4762,100090004202504762,Tumakuru,4,2025-01-13,2025,1,6,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Burglary,Under Investigation,13.3098,77.14869
4763,100050002202404763,Belagavi,2,2024-09-18,2024,9,10,Morning (6AM-12PM),FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Charge Sheeted,15.919,74.40606
4764,100180004202504764,Mandya,4,2025-08-22,2025,8,18,Evening (6PM-12AM),FIR,Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,12.61005,76.86364
4765,100020002202604765,Bengaluru Rural,2,2026-01-18,2026,1,18,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Property,Dacoity,False Case,13.23706,77.55392
4766,100080002202204766,Ballari,2,2022-11-21,2022,11,20,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,15.09885,76.82155
4767,100020002202304767,Bengaluru Rural,2,2023-06-11,2023,6,13,Afternoon (12PM-6PM),FIR,Non-Heinous,Economic Offences,Cheating,Undetected,13.28666,77.6197
4768,100020003202504768,Bengaluru Rural,3,2025-06-11,2025,6,20,Evening (6PM-12AM),FIR,Non-Heinous,Cyber Crime,Cyberstalking,Undetected,13.28713,77.55689
4769,100040003202204769,Mangaluru (Dakshina Kannada),3,2022-10-01,2022,10,5,Night (12AM-6AM),FIR,Heinous,Narcotics,NDPS Trafficking,Closed,12.97464,74.78411
4770,100020002202504770,Bengaluru Rural,2,2025-10-21,2025,10,19,Evening (6PM-12AM),FIR,Heinous,Crimes Against Women,Domestic Violence,Charge Sheeted,13.30272,77.49618
4771,700040003202504771,Mangaluru (Dakshina Kannada),3,2025-05-08,2025,5,21,Evening (6PM-12AM),Zero FIR,Non-Heinous,Crimes Against Property,Burglary,Closed,12.91314,74.83588
4772,700080001202504772,Ballari,1,2025-12-10,2025,12,1,Night (12AM-6AM),Zero FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,15.11973,77.0027
4773,100010003202504773,Bengaluru City,3,2025-11-15,2025,11,13,Afternoon (12PM-6PM),FIR,Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,13.02368,77.65328
4774,100220004202604774,Yadgir,4,2026-02-22,2026,2,9,Morning (6AM-12PM),PAR,Non-Heinous,Crimes Against Property,Dacoity,Under Investigation,16.67096,77.25493
4775,700230003202304775,Chamarajanagar,3,2023-10-27,2023,10,0,Night (12AM-6AM),Zero FIR,Non-Heinous,Crimes Against Property,Theft,False Case,11.90928,76.92113
4776,100290004202504776,Gadag,4,2025-03-08,2025,3,4,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Body,Murder,Under Investigation,15.38414,75.65639
4777,400240001202204777,Kodagu,1,2022-07-09,2022,7,4,Night (12AM-6AM),UDR,Non-Heinous,Crimes Against Women,Domestic Violence,Under Investigation,12.32679,75.82777
4778,100110003202404778,Davanagere,3,2024-05-14,2024,5,18,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Women,Domestic Violence,Under Investigation,14.45247,75.88109
4779,100250002202504779,Ramanagara,2,2025-02-21,2025,2,5,Night (12AM-6AM),FIR,Non-Heinous,Cyber Crime,Phishing,Undetected,12.70386,77.20376
4780,100160001202404780,Udupi,1,2024-04-02,2024,4,12,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,13.35457,74.73288
4781,100250004202404781,Ramanagara,4,2024-05-05,2024,5,8,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Body,Murder,Closed,12.71199,77.26975
4782,100060001202604782,Kalaburagi,1,2026-03-02,2026,3,1,Night (12AM-6AM),FIR,Heinous,Crimes Against Women,Molestation,False Case,17.28089,76.79785
4783,700260004202304783,Chikkaballapur,4,2023-08-15,2023,8,6,Morning (6AM-12PM),Zero FIR,Non-Heinous,Crimes Against Property,Robbery,Closed,13.3372,77.73562
4784,100230001202504784,Chamarajanagar,1,2025-02-24,2025,2,6,Morning (6AM-12PM),FIR,Heinous,Narcotics,NDPS Possession,Charge Sheeted,11.89737,76.9526
4785,100090004202604785,Tumakuru,4,2026-03-20,2026,3,3,Night (12AM-6AM),FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Charge Sheeted,13.37405,77.08662
4786,100090001202604786,Tumakuru,1,2026-01-25,2026,1,5,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Under Investigation,13.31594,77.1091
4787,100260003202504787,Chikkaballapur,3,2025-11-15,2025,11,22,Evening (6PM-12AM),FIR,Non-Heinous,Narcotics,NDPS Possession,Charge Sheeted,13.52962,77.65812
4788,100230003202204788,Chamarajanagar,3,2022-01-01,2022,1,13,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Women,Molestation,Closed,11.9229,76.95264
4789,100030003202604789,Mysuru,3,2026-07-21,2026,7,13,Afternoon (12PM-6PM),FIR,Non-Heinous,Economic Offences,Forgery,Charge Sheeted,12.28023,76.66536
4790,100010002202604790,Bengaluru City,2,2026-01-11,2026,1,14,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Women,Molestation,False Case,12.94987,77.53906
4791,400140002202604791,Bidar,2,2026-02-16,2026,2,9,Morning (6AM-12PM),UDR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,18.02431,77.60167
4792,400050001202604792,Belagavi,1,2026-03-19,2026,3,23,Evening (6PM-12AM),UDR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,15.79944,74.57691
4793,100050004202604793,Belagavi,4,2026-08-25,2026,8,18,Evening (6PM-12AM),FIR,Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,15.88939,74.47372
4794,100150003202304794,Chikkamagaluru,3,2023-05-11,2023,5,2,Night (12AM-6AM),FIR,Heinous,Crimes Against Body,Assault,Charge Sheeted,13.29818,75.75995
4795,100220004202504795,Yadgir,4,2025-07-05,2025,7,19,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,16.67149,77.17303
4796,100110001202304796,Davanagere,1,2023-04-19,2023,4,2,Night (12AM-6AM),PAR,Non-Heinous,Crimes Against Body,Grievous Hurt,Undetected,14.40833,75.89964
4797,400220004202204797,Yadgir,4,2022-05-20,2022,5,9,Morning (6AM-12PM),UDR,Non-Heinous,Narcotics,NDPS Trafficking,Closed,16.77874,77.15059
