AccusedMasterID,CaseMasterID,PersonID,GenderID,AgeYear,District,ModusOperandi,RepeatIdentity
7541,5435,A2,M,24,Mangaluru (Dakshina Kannada),Phishing Link / OTP Fraud,7541
7542,5435,A3,M,38,Mangaluru (Dakshina Kannada),Social Media Impersonation,7542
7543,5436,A1,M,32,Bengaluru City,Weapon-Assisted Assault,7543
7544,5436,A2,M,17,Bengaluru City,Group Attack (Prior Enmity),7544
7545,5438,A1,M,21,Tumakuru,Workplace Harassment,7545
7546,5439,A1,M,38,Davanagere,Confrontation over Dispute,7546
7547,5440,A1,M,35,Hassan,Cross-Border Transit Route,7547
7548,5440,A2,F,49,Hassan,Courier via Public Transport,7548
7549,5441,A1,M,16,Hubballi-Dharwad,Confrontation over Dispute,7549
7550,5441,A2,M,27,Hubballi-Dharwad,Sudden Armed Assault,7550
7551,5442,A1,M,31,Mysuru,Break-in via Rear Entry,7551
7552,5442,A2,M,36,Mysuru,Vehicle Theft (Parked),7552
7553,5443,A1,M,19,Bengaluru Rural,Dowry-Related Coercion,7553
7554,5443,A2,M,29,Bengaluru Rural,Workplace Harassment,7554
7555,5443,A3,M,17,Bengaluru Rural,Workplace Harassment,7555
7556,5444,A1,M,16,Hassan,Social Media Impersonation,7556
7557,5445,A1,F,37,Mangaluru (Dakshina Kannada),Workplace Harassment,7557
7558,5445,A2,M,36,Mangaluru (Dakshina Kannada),Stalking Prior to Offence,7558
7559,5446,A1,M,26,Davanagere,Cross-Border Transit Route,7559
7560,5446,A2,M,22,Davanagere,Courier via Public Transport,7560
7561,5446,A3,M,55,Davanagere,Cross-Border Transit Route,7561
7562,5447,A1,M,23,Koppal,Break-in via Rear Entry,7562
7563,5447,A2,M,42,Koppal,Vehicle Theft (Parked),7563
7564,5448,A1,M,22,Mangaluru (Dakshina Kannada),Home Cultivation/Storage,7564
7565,5449,A1,M,36,Ballari,Group Attack (Prior Enmity),7565
7566,5449,A2,M,30,Ballari,Group Attack (Prior Enmity),7566
7567,5450,A1,M,42,Mangaluru (Dakshina Kannada),Weapon-Assisted Assault,7567
7568,5450,A2,M,34,Mangaluru (Dakshina Kannada),Weapon-Assisted Assault,7568
7569,5451,A1,F,34,Tumakuru,Snatching in Transit,7569
7570,5452,A1,M,32,Tumakuru,Workplace Harassment,7570
7571,5455,A1,F,29,Belagavi,Weapon-Assisted Assault,7571
7572,5456,A1,M,30,Hassan,Shop Lock-Break,7572
7573,5456,A2,M,22,Hassan,Night-time House Break-in,7573
7574,5457,A1,M,38,Belagavi,Night-time House Break-in,7574
7575,5458,A1,M,18,Mangaluru (Dakshina Kannada),Snatching in Transit,7575
7576,5459,A1,M,31,Ramanagara,Night-time House Break-in,7576
7577,5459,A2,M,37,Ramanagara,Vehicle Theft (Parked),7577
7578,5460,A1,M,36,Bengaluru City,Snatching in Transit,7578
7579,5460,A2,M,26,Bengaluru City,Night-time House Break-in,7579
7580,5460,A3,M,24,Bengaluru City,Night-time House Break-in,7580
7581,5461,A1,M,16,Bengaluru Rural,Dowry-Related Coercion,7581
7582,5463,A1,M,35,Bidar,Vehicle Theft (Parked),7582
7583,5463,A2,F,38,Bidar,Night-time House Break-in,7583
7584,5464,A1,M,33,Gadag,Weapon-Assisted Assault,7584
7585,5465,A1,M,23,Davanagere,Stalking Prior to Offence,7585
7586,5467,A1,M,35,Davanagere,Dowry-Related Coercion,7586
7587,5468,A1,M,28,Udupi,Snatching in Transit,7587
7588,5469,A1,M,16,Udupi,SIM-Swap Fraud,7588
7589,5469,A2,F,25,Udupi,Fake Investment App,7589
7590,5470,A1,M,31,Belagavi,Workplace Harassment,7590
7591,5471,A1,M,27,Bidar,Forged Document Trail,7591
7592,5471,A2,M,40,Bidar,Chit Fund Default,7592
7593,5471,A3,M,29,Bidar,Chit Fund Default,7593
7594,5472,A1,M,20,Belagavi,Stalking Prior to Offence,7594
7595,5472,A2,M,43,Belagavi,Dowry-Related Coercion,7595
7596,5472,A3,M,18,Belagavi,Dowry-Related Coercion,7596
7597,5473,A1,M,24,Mysuru,Group Attack (Prior Enmity),7597
7598,5474,A1,F,34,Yadgir,Night-time House Break-in,7598
7599,5475,A1,M,35,Bengaluru City,Night-time House Break-in,7599
7600,5476,A1,F,33,Mangaluru (Dakshina Kannada),Forged Document Trail,7600
7601,5477,A1,M,30,Ramanagara,Group Attack (Prior Enmity),7601
7602,5478,A1,M,28,Tumakuru,Snatching in Transit,7602
7603,5479,A1,M,36,Kodagu,Night-time House Break-in,7603
7604,5480,A1,M,46,Koppal,Sudden Armed Assault,7604
7605,5481,A1,M,37,Ballari,Phishing Link / OTP Fraud,7605
7606,5481,A2,M,16,Ballari,Phishing Link / OTP Fraud,7606
7607,5482,A1,M,26,Mysuru,Shop Lock-Break,7607
7608,5483,A1,M,29,Hubballi-Dharwad,Group Attack (Prior Enmity),7608
7609,5484,A1,M,31,Bengaluru Rural,Workplace Harassment,7609
7610,5485,A1,M,20,Mysuru,Break-in via Rear Entry,7610
7611,5486,A1,M,26,Ballari,Shop Lock-Break,7611
7612,5486,A2,M,43,Ballari,Vehicle Theft (Parked),7612
7613,5486,A3,M,24,Ballari,Break-in via Rear Entry,7613
7614,5487,A1,M,27,Shivamogga,Fake Investment App,7614
7615,5488,A1,M,24,Udupi,Dowry-Related Coercion,7615
7616,5489,A1,M,42,Bidar,Home Cultivation/Storage,7616
7617,5490,A1,M,21,Kodagu,Cheque Bounce Fraud,7617
7618,5492,A1,M,43,Bengaluru Rural,Sudden Armed Assault,7618
7619,5493,A1,M,24,Tumakuru,Dowry-Related Coercion,7619
7620,5494,A1,F,16,Kalaburagi,Vehicle Theft (Parked),7620
7621,5495,A1,M,28,Tumakuru,Night-time House Break-in,7621
7622,5495,A2,M,16,Tumakuru,Night-time House Break-in,7622
7623,5496,A1,F,29,Belagavi,Home Cultivation/Storage,7623
7624,5497,A1,M,49,Belagavi,Vehicle Theft (Parked),7624
7625,5497,A2,F,22,Belagavi,Shop Lock-Break,7625
7626,5497,A3,M,16,Belagavi,Vehicle Theft (Parked),7626
7627,5498,A1,M,28,Raichur,Chit Fund Default,7627
7628,5499,A1,M,39,Mangaluru (Dakshina Kannada),Shop Lock-Break,7628
7629,5499,A2,M,23,Mangaluru (Dakshina Kannada),Vehicle Theft (Parked),7629
7630,5502,A1,M,19,Ramanagara,SIM-Swap Fraud,7630
7631,5502,A2,M,22,Ramanagara,Social Media Impersonation,7631
7632,5502,A3,M,34,Ramanagara,SIM-Swap Fraud,7632
7633,5503,A1,M,40,Hassan,Chit Fund Default,7633
7634,5503,A2,M,32,Hassan,Chit Fund Default,7634
7635,5504,A1,M,36,Chitradurga,Group Attack (Prior Enmity),7635
7636,5504,A2,M,25,Chitradurga,Sudden Armed Assault,7636
7637,5505,A1,M,53,Shivamogga,Shell Company Cheating,7637
7638,5505,A2,M,24,Shivamogga,Forged Document Trail,7638
7639,5506,A1,M,27,Mangaluru (Dakshina Kannada),SIM-Swap Fraud,7639
7640,5506,A2,M,31,Mangaluru (Dakshina Kannada),Phishing Link / OTP Fraud,7640
7641,5507,A1,M,37,Belagavi,Social Media Impersonation,7641
7642,5507,A2,M,35,Belagavi,Phishing Link / OTP Fraud,7642
7643,5508,A1,M,20,Chitradurga,Shell Company Cheating,7643
7644,5509,A1,M,32,Chamarajanagar,Stalking Prior to Offence,7644
7645,5510,A1,M,43,Bidar,Shell Company Cheating,7645
7646,5511,A1,M,29,Koppal,Break-in via Rear Entry,7646
7647,5512,A1,M,22,Raichur,Dowry-Related Coercion,7647
7648,5513,A1,M,23,Kalaburagi,Organized Group Mobilization,7648
7649,5513,A2,M,21,Kalaburagi,Organized Group Mobilization,7649
7650,5514,A1,M,16,Kolar,Stalking Prior to Offence,7650
7651,5514,A2,M,26,Kolar,Dowry-Related Coercion,7651
7652,5516,A1,M,25,Chamarajanagar,Shell Company Cheating,7652
7653,5517,A1,M,33,Hassan,Shell Company Cheating,7653
7654,5518,A1,M,36,Vijayapura,Shop Lock-Break,7654
7655,5518,A2,M,32,Vijayapura,Vehicle Theft (Parked),7655
7656,5519,A1,M,42,Hassan,Night-time House Break-in,7656
7657,5519,A2,M,35,Hassan,Snatching in Transit,7657
7658,5519,A3,M,36,Hassan,Vehicle Theft (Parked),7658
7659,5520,A1,M,17,Mangaluru (Dakshina Kannada),Night-time House Break-in,7659
7660,5520,A2,M,32,Mangaluru (Dakshina Kannada),Shop Lock-Break,7660
7661,5521,A1,M,31,Tumakuru,Weapon-Assisted Assault,7661
7662,5521,A2,M,23,Tumakuru,Group Attack (Prior Enmity),7662
7663,5521,A3,M,16,Tumakuru,Group Attack (Prior Enmity),7663
7664,5522,A1,M,24,Chamarajanagar,Sudden Armed Assault,7664
7665,5523,A1,F,36,Gadag,Fake Investment App,7665
7666,5523,A2,M,45,Gadag,Social Media Impersonation,7666
7667,5524,A1,M,40,Bengaluru City,Break-in via Rear Entry,7667
7668,5525,A1,M,24,Bengaluru Rural,Vehicle Theft (Parked),7668
7669,5526,A1,M,43,Belagavi,Stalking Prior to Offence,7669
7670,5526,A2,M,53,Belagavi,Dowry-Related Coercion,7670
7671,5528,A1,M,18,Vijayapura,Sudden Armed Assault,7671
7672,5528,A2,M,36,Vijayapura,Group Attack (Prior Enmity),7672
7673,5529,A1,M,33,Chamarajanagar,Workplace Harassment,7673
7674,5530,A1,M,27,Davanagere,Break-in via Rear Entry,7674
7675,5530,A2,F,28,Davanagere,Night-time House Break-in,7675
7676,5531,A1,F,25,Bidar,Weapon-Assisted Assault,7676
7677,5532,A1,M,41,Bengaluru Rural,Confrontation over Dispute,7677
7678,5532,A2,M,46,Bengaluru Rural,Sudden Armed Assault,7678
7679,5533,A1,M,28,Mangaluru (Dakshina Kannada),Workplace Harassment,7679
7680,5533,A2,M,34,Mangaluru (Dakshina Kannada),Stalking Prior to Offence,7680
7681,5534,A1,M,16,Tumakuru,Cross-Border Transit Route,7681
7682,5535,A1,M,33,Bengaluru Rural,Known-Person Domestic Abuse,7682
7683,5536,A1,M,34,Yadgir,Shell Company Cheating,7683
7684,5537,A1,M,25,Belagavi,Stalking Prior to Offence,7684
7685,5537,A2,M,18,Belagavi,Stalking Prior to Offence,7685
7686,5538,A1,M,16,Belagavi,Break-in via Rear Entry,7686
7687,5538,A2,M,32,Belagavi,Shop Lock-Break,7687
7688,5539,A1,F,16,Hassan,Workplace Harassment,7688
7689,5540,A1,M,27,Belagavi,Stalking Prior to Offence,7689
7690,5540,A2,M,35,Belagavi,Workplace Harassment,7690
7691,5540,A3,F,24,Belagavi,Stalking Prior to Offence,7691
7692,5541,A1,M,41,Davanagere,Workplace Harassment,7692
7693,5542,A1,M,16,Mandya,Chit Fund Default,7693
7694,5542,A2,M,26,Mandya,Forged Document Trail,7694
7695,5542,A3,M,20,Mandya,Forged Document Trail,7695
7696,5544,A1,F,28,Bagalkot,Shell Company Cheating,7696
7697,5545,A1,M,34,Bidar,Snatching in Transit,7697
7698,5546,A1,M,16,Hassan,Vehicle Theft (Parked),7698
7699,5546,A2,M,24,Hassan,Shop Lock-Break,7699
7700,5547,A1,M,38,Davanagere,Sudden Armed Assault,7700
7701,5549,A1,M,24,Hubballi-Dharwad,Confrontation over Dispute,7701
7702,5549,A2,M,35,Hubballi-Dharwad,Sudden Armed Assault,7702
7703,5551,A1,M,36,Yadgir,Stalking Prior to Offence,7703
7704,5552,A1,M,35,Bengaluru Rural,Workplace Harassment,7704
7705,5552,A2,M,23,Bengaluru Rural,Dowry-Related Coercion,7705
7706,5554,A1,F,22,Mysuru,Sudden Armed Assault,7706
7707,5555,A1,M,39,Udupi,Stalking Prior to Offence,7707
7708,5556,A1,M,45,Raichur,Social-Media Incited Assembly,7708
7709,5556,A2,M,21,Raichur,Social-Media Incited Assembly,7709
7710,5556,A3,M,29,Raichur,Social-Media Incited Assembly,7710
7711,5557,A1,M,44,Raichur,Night-time House Break-in,7711
7712,5557,A2,M,16,Raichur,Night-time House Break-in,7712
7713,5558,A1,M,23,Belagavi,Workplace Harassment,7713
7714,5558,A2,M,31,Belagavi,Known-Person Domestic Abuse,7714
7715,5559,A1,M,32,Bengaluru City,Vehicle Theft (Parked),7715
7716,5561,A1,M,19,Mysuru,Sudden Armed Assault,7716
7717,5562,A1,M,49,Ramanagara,Dowry-Related Coercion,7717
7718,5563,A1,M,34,Uttara Kannada,Forged Document Trail,7718
7719,5563,A2,M,28,Uttara Kannada,Forged Document Trail,7719
7720,5564,A1,M,25,Udupi,Night-time House Break-in,7720
7721,5565,A1,M,40,Kolar,Fake Investment App,7721
7722,5566,A1,M,26,Bengaluru Rural,Workplace Harassment,7722
7723,5566,A2,M,21,Bengaluru Rural,Workplace Harassment,7723
7724,5567,A1,M,16,Raichur,Workplace Harassment,7724
7725,5567,A2,M,24,Raichur,Stalking Prior to Offence,7725
7726,5568,A1,M,29,Bidar,Dowry-Related Coercion,7726
7727,5570,A1,M,20,Tumakuru,Night-time House Break-in,7727
7728,5571,A1,M,16,Bengaluru City,Forged Document Trail,7728
7729,5572,A1,M,42,Hassan,Social Media Impersonation,7729
7730,5572,A2,M,32,Hassan,SIM-Swap Fraud,7730
7731,5572,A3,M,22,Hassan,SIM-Swap Fraud,7731
7732,5573,A1,F,39,Ramanagara,Break-in via Rear Entry,7732
7733,5573,A2,M,17,Ramanagara,Vehicle Theft (Parked),7733
7734,5574,A1,M,24,Bengaluru Rural,Dowry-Related Coercion,7734
7735,5574,A2,M,41,Bengaluru Rural,Stalking Prior to Offence,7735
7736,5575,A1,M,25,Mangaluru (Dakshina Kannada),Courier via Public Transport,7736
7737,5575,A2,M,32,Mangaluru (Dakshina Kannada),Courier via Public Transport,7737
7738,5576,A1,M,31,Yadgir,Stalking Prior to Offence,7738
7739,5576,A2,M,16,Yadgir,Workplace Harassment,7739
7740,5576,A3,M,29,Yadgir,Known-Person Domestic Abuse,7740
7741,5577,A1,M,31,Ramanagara,Break-in via Rear Entry,7741
7742,5578,A1,F,16,Udupi,Home Cultivation/Storage,7742
7743,5579,A1,M,37,Chamarajanagar,Vehicle Theft (Parked),7743
7744,5580,A1,M,18,Tumakuru,Cheque Bounce Fraud,7744
7745,5580,A2,M,24,Tumakuru,Shell Company Cheating,7745
7746,5581,A1,M,17,Belagavi,Vehicle Theft (Parked),7746
7747,5582,A1,M,39,Davanagere,Stalking Prior to Offence,7747
7748,5583,A1,M,27,Mysuru,Vehicle Theft (Parked),7748
7749,5584,A1,M,16,Davanagere,Forged Document Trail,7749
7750,5585,A1,M,40,Chamarajanagar,Social-Media Incited Assembly,7750
7751,5586,A1,M,21,Bengaluru City,Social Media Impersonation,7751
7752,5586,A2,M,49,Bengaluru City,Social Media Impersonation,7752
7753,5587,A1,M,26,Chitradurga,Workplace Harassment,7753
7754,5588,A1,M,39,Raichur,Phishing Link / OTP Fraud,7754
7755,5589,A1,M,46,Kalaburagi,Dowry-Related Coercion,7755
7756,5590,A1,F,26,Ballari,Workplace Harassment,7756
7757,5592,A1,M,20,Davanagere,Known-Person Domestic Abuse,7757
7758,5593,A1,F,16,Bengaluru Rural,Group Attack (Prior Enmity),7758
7759,5594,A1,M,26,Kodagu,Group Attack (Prior Enmity),7759
7760,5596,A1,M,31,Mangaluru (Dakshina Kannada),Weapon-Assisted Assault,7760
7761,5597,A1,F,27,Udupi,Dowry-Related Coercion,7761
7762,5598,A1,M,27,Tumakuru,Fake Investment App,7762
7763,5599,A1,M,44,Ramanagara,Organized Group Mobilization,7763
7764,5599,A2,M,27,Ramanagara,Organized Group Mobilization,7764
7765,5600,A1,M,23,Belagavi,Cheque Bounce Fraud,7765
7766,5600,A2,M,30,Belagavi,Forged Document Trail,7766
7767,5601,A1,F,35,Belagavi,Confrontation over Dispute,7767
7768,5602,A1,M,34,Bagalkot,Night-time House Break-in,7768
7769,5603,A1,M,29,Haveri,Dowry-Related Coercion,7769
7770,5603,A2,M,32,Haveri,Workplace Harassment,7770
7771,5604,A1,M,16,Koppal,Social-Media Incited Assembly,7771
7772,5605,A1,M,26,Davanagere,Shell Company Cheating,7772
7773,5605,A2,M,30,Davanagere,Forged Document Trail,7773
7774,5606,A1,M,27,Belagavi,Stalking Prior to Offence,7774
7775,5607,A1,F,16,Gadag,Shop Lock-Break,7775
7776,5608,A1,M,16,Shivamogga,Shop Lock-Break,7776
7777,5609,A1,M,22,Tumakuru,Stalking Prior to Offence,7777
7778,5610,A1,F,45,Chamarajanagar,Chit Fund Default,7778
7779,5610,A2,M,25,Chamarajanagar,Chit Fund Default,7779
7780,5610,A3,M,40,Chamarajanagar,Shell Company Cheating,7780
7781,5611,A1,M,27,Belagavi,Snatching in Transit,7781
7782,5612,A1,M,23,Bengaluru City,Phishing Link / OTP Fraud,7782
7783,5613,A1,M,50,Chamarajanagar,Cheque Bounce Fraud,7783
7784,5613,A2,M,19,Chamarajanagar,Chit Fund Default,7784
7785,5614,A1,M,37,Hubballi-Dharwad,Confrontation over Dispute,7785
7786,5615,A1,M,26,Bengaluru City,Shop Lock-Break,7786
7787,5615,A2,M,16,Bengaluru City,Shop Lock-Break,7787
7788,5615,A3,F,28,Bengaluru City,Break-in via Rear Entry,7788
7789,5616,A1,M,38,Tumakuru,Known-Person Domestic Abuse,7789
7790,5617,A1,M,38,Bengaluru City,Home Cultivation/Storage,7790
7791,5618,A1,M,28,Ramanagara,Known-Person Domestic Abuse,7791
7792,5619,A1,M,25,Davanagere,Sudden Armed Assault,7792
7793,5619,A2,M,26,Davanagere,Weapon-Assisted Assault,7793
7794,5620,A1,M,26,Chamarajanagar,SIM-Swap Fraud,7794
7795,5621,A1,M,27,Bengaluru City,Snatching in Transit,7795
7796,5621,A2,M,32,Bengaluru City,Snatching in Transit,7796
7797,5621,A3,M,28,Bengaluru City,Night-time House Break-in,7797
7798,5622,A1,M,24,Ramanagara,Confrontation over Dispute,7798
7799,5623,A1,M,27,Koppal,Weapon-Assisted Assault,7799
7800,5624,A1,M,16,Belagavi,SIM-Swap Fraud,7800
7801,5625,A1,M,28,Chikkamagaluru,Snatching in Transit,7801
7802,5626,A1,M,37,Shivamogga,Confrontation over Dispute,7802
7803,5626,A2,M,23,Shivamogga,Sudden Armed Assault,7803
7804,5627,A1,M,21,Belagavi,Group Attack (Prior Enmity),7804
7805,5628,A1,M,35,Belagavi,Snatching in Transit,7805
7806,5628,A2,M,19,Belagavi,Night-time House Break-in,7806
7807,5629,A1,M,43,Udupi,Fake Investment App,7807
7808,5630,A1,M,32,Shivamogga,Snatching in Transit,7808
7809,5631,A1,M,34,Bengaluru Rural,Weapon-Assisted Assault,7809
7810,5631,A2,M,32,Bengaluru Rural,Weapon-Assisted Assault,7810
7811,5632,A1,M,16,Mangaluru (Dakshina Kannada),Known-Person Domestic Abuse,7811
7812,5633,A1,F,28,Chamarajanagar,Night-time House Break-in,7812
7813,5633,A2,M,16,Chamarajanagar,Night-time House Break-in,7813
7814,5634,A1,M,34,Davanagere,Group Attack (Prior Enmity),7814
7815,5634,A2,M,18,Davanagere,Confrontation over Dispute,7815
7816,5634,A3,M,28,Davanagere,Group Attack (Prior Enmity),7816
7817,5635,A1,M,16,Ballari,Snatching in Transit,7817
7818,5635,A2,F,23,Ballari,Snatching in Transit,7818
7819,5636,A1,M,34,Raichur,Vehicle Theft (Parked),7819
7820,5636,A2,M,16,Raichur,Snatching in Transit,7820
7821,5637,A1,M,16,Davanagere,Shell Company Cheating,7821
7822,5637,A2,M,23,Davanagere,Forged Document Trail,7822
7823,5638,A1,M,39,Bengaluru Rural,Known-Person Domestic Abuse,7823
7824,5638,A2,M,29,Bengaluru Rural,Known-Person Domestic Abuse,7824
7825,5638,A3,M,34,Bengaluru Rural,Known-Person Domestic Abuse,7825
7826,5639,A1,M,49,Chikkamagaluru,Weapon-Assisted Assault,7826
7827,5639,A2,M,44,Chikkamagaluru,Confrontation over Dispute,7827
7828,5640,A1,M,37,Mysuru,Snatching in Transit,7828
7829,5640,A2,M,31,Mysuru,Snatching in Transit,7829
7830,5641,A1,M,32,Chamarajanagar,Phishing Link / OTP Fraud,7830
7831,5641,A2,M,24,Chamarajanagar,Social Media Impersonation,7831
7832,5641,A3,M,26,Chamarajanagar,SIM-Swap Fraud,7832
7833,5642,A1,M,36,Belagavi,Dowry-Related Coercion,7833
7834,5643,A1,M,23,Davanagere,Weapon-Assisted Assault,7834
7835,5644,A1,M,34,Shivamogga,Cheque Bounce Fraud,7835
7836,5646,A1,F,28,Kodagu,Weapon-Assisted Assault,7836
7837,5647,A1,F,17,Raichur,Confrontation over Dispute,7837
7838,5648,A1,M,33,Bengaluru Rural,Confrontation over Dispute,7838
7839,5649,A1,F,37,Mangaluru (Dakshina Kannada),Fake Investment App,7839
7840,5649,A2,F,17,Mangaluru (Dakshina Kannada),SIM-Swap Fraud,7840
7841,5649,A3,M,16,Mangaluru (Dakshina Kannada),Fake Investment App,7841
7842,5650,A1,M,23,Ramanagara,Workplace Harassment,7842
7843,5650,A2,M,22,Ramanagara,Dowry-Related Coercion,7843
7844,5651,A1,M,32,Bengaluru Rural,Weapon-Assisted Assault,7844
7845,5652,A1,M,41,Udupi,Workplace Harassment,7845
7846,5653,A1,M,31,Bengaluru City,Break-in via Rear Entry,7846
7847,5653,A2,M,32,Bengaluru City,Night-time House Break-in,7847
7848,5654,A1,M,23,Bengaluru Rural,Vehicle Theft (Parked),7848
7849,5654,A2,M,16,Bengaluru Rural,Shop Lock-Break,7849
7850,5656,A1,M,44,Udupi,Confrontation over Dispute,7850
7851,5657,A1,M,24,Tumakuru,Stalking Prior to Offence,7851
7852,5657,A2,M,34,Tumakuru,Dowry-Related Coercion,7852
7853,5658,A1,M,28,Belagavi,Shop Lock-Break,7853
7854,5658,A2,M,20,Belagavi,Shop Lock-Break,7854
7855,5660,A1,M,38,Chikkamagaluru,Stalking Prior to Offence,7855
7856,5661,A1,F,37,Belagavi,Night-time House Break-in,7856
7857,5662,A1,M,24,Ballari,Sudden Armed Assault,7857
7858,5662,A2,M,30,Ballari,Group Attack (Prior Enmity),7858
7859,5663,A1,M,49,Mysuru,Cheque Bounce Fraud,7859
7860,5663,A2,M,36,Mysuru,Forged Document Trail,7860
7861,5664,A1,F,24,Kodagu,Confrontation over Dispute,7861
7862,5664,A2,M,36,Kodagu,Weapon-Assisted Assault,7862
7863,5665,A1,M,38,Raichur,Confrontation over Dispute,7863
7864,5665,A2,M,34,Raichur,Weapon-Assisted Assault,7864
7865,5665,A3,F,21,Raichur,Weapon-Assisted Assault,7865
7866,5667,A1,M,22,Kodagu,Vehicle Theft (Parked),7866
7867,5668,A1,F,45,Mangaluru (Dakshina Kannada),Cross-Border Transit Route,7867
7868,5669,A1,M,33,Kodagu,Group Attack (Prior Enmity),7868
7869,5669,A2,M,39,Kodagu,Confrontation over Dispute,7869
7870,5670,A1,M,21,Davanagere,Sudden Armed Assault,7870
7871,5672,A1,M,35,Belagavi,Dowry-Related Coercion,7871
7872,5673,A1,M,21,Mangaluru (Dakshina Kannada),Phishing Link / OTP Fraud,7872
7873,5673,A2,M,28,Mangaluru (Dakshina Kannada),Phishing Link / OTP Fraud,7873
7874,5673,A3,F,31,Mangaluru (Dakshina Kannada),Fake Investment App,7874
7875,5674,A1,M,29,Mysuru,Phishing Link / OTP Fraud,7875
7876,5674,A2,F,39,Mysuru,Fake Investment App,7876
7877,5674,A3,M,27,Mysuru,Social Media Impersonation,7877
7878,5675,A1,M,33,Hubballi-Dharwad,Workplace Harassment,7878
7879,5675,A2,M,31,Hubballi-Dharwad,Workplace Harassment,7879
7880,5675,A3,M,23,Hubballi-Dharwad,Dowry-Related Coercion,7880
7881,5676,A1,M,26,Bengaluru City,Confrontation over Dispute,7881
7882,5677,A1,M,16,Mysuru,Shop Lock-Break,7882
7883,5677,A2,M,34,Mysuru,Vehicle Theft (Parked),7883
7884,5678,A1,M,24,Chikkaballapur,Shell Company Cheating,7884
7885,5678,A2,M,31,Chikkaballapur,Cheque Bounce Fraud,7885
7886,5680,A1,M,38,Kalaburagi,Chit Fund Default,7886
7887,5681,A1,M,31,Hassan,Snatching in Transit,7887
7888,5682,A1,M,21,Chitradurga,Group Attack (Prior Enmity),7888
7889,5682,A2,M,16,Chitradurga,Confrontation over Dispute,7889
7890,5683,A1,M,24,Kalaburagi,Workplace Harassment,7890
7891,5684,A1,M,25,Ballari,Home Cultivation/Storage,7891
7892,5686,A1,M,26,Bengaluru City,Known-Person Domestic Abuse,7892
7893,5686,A2,M,18,Bengaluru City,Stalking Prior to Offence,7893
7894,5687,A1,M,30,Bengaluru Rural,Snatching in Transit,7894
7895,5688,A1,F,30,Bagalkot,Dowry-Related Coercion,7895
7896,5689,A1,M,42,Chamarajanagar,Break-in via Rear Entry,7896
7897,5690,A1,M,19,Bengaluru City,Snatching in Transit,7897
7898,5691,A1,M,16,Ramanagara,Known-Person Domestic Abuse,7898
7899,5692,A1,F,26,Bidar,Known-Person Domestic Abuse,7899
7900,5692,A2,M,16,Bidar,Known-Person Domestic Abuse,7900
7901,5693,A1,M,26,Shivamogga,Shell Company Cheating,7901
7902,5693,A2,M,35,Shivamogga,Chit Fund Default,7902
7903,5694,A1,M,16,Kalaburagi,Dowry-Related Coercion,7903
7904,5695,A1,M,47,Udupi,Fake Investment App,7904
7905,5697,A1,M,26,Kodagu,Cheque Bounce Fraud,7905
7906,5698,A1,F,24,Chamarajanagar,Break-in via Rear Entry,7906
7907,5699,A1,M,39,Mangaluru (Dakshina Kannada),Courier via Public Transport,7907
7908,5700,A1,M,16,Kolar,Confrontation over Dispute,7908
7909,5701,A1,M,39,Kolar,Night-time House Break-in,7909
7910,5702,A1,F,32,Raichur,Stalking Prior to Offence,7910
7911,5703,A1,F,39,Hubballi-Dharwad,Fake Investment App,7911
7912,5703,A2,F,43,Hubballi-Dharwad,Social Media Impersonation,7912
7913,5703,A3,M,48,Hubballi-Dharwad,SIM-Swap Fraud,7913
7914,5704,A1,M,38,Bidar,Snatching in Transit,7914
7915,5705,A1,M,40,Chikkamagaluru,Snatching in Transit,7915
7916,5706,A1,M,30,Udupi,Stalking Prior to Offence,7916
7917,5706,A2,F,28,Udupi,Dowry-Related Coercion,7917
7918,5707,A1,M,44,Belagavi,Known-Person Domestic Abuse,7918
7919,5708,A1,M,31,Hassan,Group Attack (Prior Enmity),7919
7920,5709,A1,M,22,Belagavi,Shop Lock-Break,7920
7921,5710,A1,M,25,Mangaluru (Dakshina Kannada),Vehicle Theft (Parked),7921
7922,5711,A1,M,21,Ballari,Workplace Harassment,7922
7923,5712,A1,M,33,Ballari,Night-time House Break-in,7923
7924,5712,A2,M,26,Ballari,Vehicle Theft (Parked),7924
7925,5712,A3,F,16,Ballari,Shop Lock-Break,7925
7926,5713,A1,M,20,Koppal,Vehicle Theft (Parked),7926
7927,5714,A1,M,33,Haveri,Sudden Armed Assault,7927
7928,5714,A2,M,32,Haveri,Weapon-Assisted Assault,7928
7929,5715,A1,M,29,Bengaluru City,Chit Fund Default,7929
7930,5716,A1,F,17,Mysuru,Workplace Harassment,7930
7931,5717,A1,M,40,Bidar,Night-time House Break-in,7931
7932,5718,A1,F,28,Mandya,Workplace Harassment,7932
7933,5719,A1,M,22,Shivamogga,Shop Lock-Break,7933
7934,5720,A1,M,19,Mandya,Stalking Prior to Offence,7934
7935,5722,A1,M,30,Mangaluru (Dakshina Kannada),Shell Company Cheating,7935
7936,5723,A1,F,32,Ballari,Confrontation over Dispute,7936
7937,5723,A2,M,23,Ballari,Group Attack (Prior Enmity),7937
7938,5723,A3,M,37,Ballari,Confrontation over Dispute,7938
7939,5724,A1,M,28,Mysuru,Organized Group Mobilization,7939
7940,5725,A1,M,39,Hassan,Social Media Impersonation,7940
7941,5725,A2,M,20,Hassan,Phishing Link / OTP Fraud,7941
