CaseMasterID,CrimeNo,District,PoliceStationNo,CrimeRegisteredDate,Year,Month,CaseCategory,GravityOffence,CrimeHead,CrimeSubHead,CaseStatus,latitude,longitude
4415,100090004202404415,Tumakuru,4,2024-06-13,2024,6,FIR,Heinous,Crimes Against Body,Murder,Under Investigation,13.30488,77.08134
4416,100070004202504416,Hubballi-Dharwad,4,2025-05-23,2025,5,FIR,Heinous,Crimes Against Body,Assault,Closed,15.39859,75.12803
4417,100050002202504417,Belagavi,2,2025-10-10,2025,10,PAR,Non-Heinous,Crimes Against Property,Dacoity,Under Investigation,15.66178,74.46181
4418,400010003202204418,Bengaluru City,3,2022-11-17,2022,11,UDR,Heinous,Narcotics,NDPS Trafficking,Closed,12.9702,77.6748
4419,700010002202604419,Bengaluru City,2,2026-06-12,2026,6,Zero FIR,Non-Heinous,Crimes Against Property,Theft,Closed,12.90916,77.56552
4420,400030001202404420,Mysuru,1,2024-08-17,2024,8,UDR,Non-Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,12.2839,76.63523
4421,100040003202304421,Mangaluru (Dakshina Kannada),3,2023-08-11,2023,8,FIR,Non-Heinous,Crimes Against Body,Murder,Under Investigation,12.97656,75.01208
4422,100220004202504422,Yadgir,4,2025-01-26,2025,1,FIR,Non-Heinous,Public Order,Rioting,False Case,16.64626,77.05757
4423,700210004202604423,Koppal,4,2026-01-27,2026,1,Zero FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,15.29437,76.17454
4424,100280002202204424,Haveri,2,2022-05-04,2022,5,FIR,Non-Heinous,Crimes Against Women,Molestation,Charge Sheeted,14.79095,75.44847
4425,100020002202604425,Bengaluru Rural,2,2026-10-18,2026,10,FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Under Investigation,13.37024,77.52137
4426,400230002202304426,Chamarajanagar,2,2023-12-14,2023,12,UDR,Heinous,Crimes Against Body,Assault,Under Investigation,11.97217,76.95234
4427,100040003202404427,Mangaluru (Dakshina Kannada),3,2024-02-12,2024,2,FIR,Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,12.95126,74.8372
4428,400210004202304428,Koppal,4,2023-02-18,2023,2,UDR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,15.32921,76.10576
4429,100050001202204429,Belagavi,1,2022-08-16,2022,8,FIR,Non-Heinous,Cyber Crime,Identity Theft,False Case,15.89272,74.52772
4430,100240002202604430,Kodagu,2,2026-09-17,2026,9,FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,12.37545,75.82028
4431,100040001202204431,Mangaluru (Dakshina Kannada),1,2022-06-02,2022,6,FIR,Heinous,Crimes Against Women,Molestation,Under Investigation,13.01072,74.84065
4432,100260004202204432,Chikkaballapur,4,2022-11-08,2022,11,FIR,Non-Heinous,Crimes Against Property,Dacoity,False Case,13.34795,77.738
4433,100010003202404433,Bengaluru City,3,2024-07-21,2024,7,FIR,Heinous,Crimes Against Body,Assault,Undetected,12.91505,77.49994
4434,100210004202404434,Koppal,4,2024-12-22,2024,12,FIR,Non-Heinous,Crimes Against Property,Robbery,Under Investigation,15.34067,76.15579
4435,100280001202604435,Haveri,1,2026-08-12,2026,8,FIR,Non-Heinous,Public Order,Rioting,False Case,14.78331,75.46488
4436,100010004202204436,Bengaluru City,4,2022-07-12,2022,7,PAR,Non-Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,13.04057,77.61739
4437,100030004202604437,Mysuru,4,2026-01-27,2026,1,FIR,Non-Heinous,Cyber Crime,Phishing,Charge Sheeted,12.37133,76.58871
4438,100210003202404438,Koppal,3,2024-11-20,2024,11,FIR,Non-Heinous,Crimes Against Women,Molestation,Charge Sheeted,15.42188,76.17366
4439,700050002202204439,Belagavi,2,2022-06-07,2022,6,Zero FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Charge Sheeted,15.87168,74.45083
4440,100130004202404440,Raichur,4,2024-09-02,2024,9,FIR,Non-Heinous,Crimes Against Property,Robbery,Closed,16.2134,77.40535
4441,100120003202204441,Vijayapura,3,2022-01-08,2022,1,FIR,Non-Heinous,Crimes Against Women,Molestation,Charge Sheeted,16.80013,75.78479
4442,100040003202604442,Mangaluru (Dakshina Kannada),3,2026-05-12,2026,5,PAR,Heinous,Crimes Against Women,Dowry Harassment,Undetected,12.89934,74.94784
4443,100020002202504443,Bengaluru Rural,2,2025-07-04,2025,7,FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,13.20138,77.58597
4444,100250002202504444,Ramanagara,2,2025-03-16,2025,3,FIR,Non-Heinous,Crimes Against Women,Molestation,Closed,12.73164,77.26813
4445,100280003202604445,Haveri,3,2026-06-26,2026,6,FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Charge Sheeted,14.6774,75.43584
4446,700110002202404446,Davanagere,2,2024-10-06,2024,10,Zero FIR,Non-Heinous,Crimes Against Property,Theft,Under Investigation,14.43638,75.91131
4447,100110004202204447,Davanagere,4,2022-09-09,2022,9,FIR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,14.49685,75.86953
4448,100270001202404448,Bagalkot,1,2024-08-13,2024,8,FIR,Non-Heinous,Cyber Crime,Identity Theft,False Case,16.11068,75.77093
4449,100050004202404449,Belagavi,4,2024-01-23,2024,1,FIR,Non-Heinous,Cyber Crime,Cyberstalking,Under Investigation,15.88625,74.59743
4450,100270002202204450,Bagalkot,2,2022-09-02,2022,9,FIR,Non-Heinous,Crimes Against Women,Molestation,Closed,16.20409,75.63201
4451,100020002202204451,Bengaluru Rural,2,2022-10-02,2022,10,FIR,Heinous,Crimes Against Body,Assault,Under Investigation,13.32184,77.60877
4452,100150003202504452,Chikkamagaluru,3,2025-10-23,2025,10,FIR,Heinous,Crimes Against Women,Dowry Harassment,False Case,13.39462,75.69197
4453,100040001202404453,Mangaluru (Dakshina Kannada),1,2024-11-25,2024,11,FIR,Non-Heinous,Crimes Against Property,Theft,Closed,12.94649,74.77377
4454,100100004202504454,Shivamogga,4,2025-06-18,2025,6,FIR,Non-Heinous,Crimes Against Property,Burglary,Undetected,13.99251,75.57005
4455,400020004202204455,Bengaluru Rural,4,2022-10-23,2022,10,UDR,Non-Heinous,Cyber Crime,Phishing,Under Investigation,13.26326,77.56293
4456,100050001202504456,Belagavi,1,2025-12-24,2025,12,FIR,Heinous,Crimes Against Women,Molestation,Closed,15.81235,74.57569
4457,100010004202204457,Bengaluru City,4,2022-04-11,2022,4,FIR,Heinous,Crimes Against Body,Murder,Undetected,12.92407,77.59513
4458,100270003202604458,Bagalkot,3,2026-06-25,2026,6,FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Closed,16.06062,75.66528
4459,100120004202504459,Vijayapura,4,2025-04-19,2025,4,FIR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,16.81077,75.70471
4460,100120003202404460,Vijayapura,3,2024-06-05,2024,6,FIR,Non-Heinous,Crimes Against Property,Burglary,Closed,16.85532,75.78972
4461,100130002202404461,Raichur,2,2024-04-02,2024,4,FIR,Non-Heinous,Crimes Against Women,Domestic Violence,Charge Sheeted,16.20411,77.31446
4462,100160003202504462,Udupi,3,2025-04-13,2025,4,FIR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,13.32672,74.77512
4463,100140003202604463,Bidar,3,2026-08-25,2026,8,FIR,Non-Heinous,Cyber Crime,Cyberstalking,Charge Sheeted,17.90792,77.53107
4464,100020002202604464,Bengaluru Rural,2,2026-11-06,2026,11,FIR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,13.41492,77.47827
4465,100030001202504465,Mysuru,1,2025-05-24,2025,5,FIR,Non-Heinous,Crimes Against Body,Murder,Closed,12.28035,76.60871
4466,400100001202304466,Shivamogga,1,2023-11-27,2023,11,UDR,Non-Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,13.84502,75.57161
4467,100170002202604467,Kolar,2,2026-01-03,2026,1,FIR,Non-Heinous,Crimes Against Property,Burglary,Under Investigation,13.06725,78.17274
4468,100210004202504468,Koppal,4,2025-03-04,2025,3,FIR,Non-Heinous,Crimes Against Body,Assault,False Case,15.36863,76.13135
4469,100120001202404469,Vijayapura,1,2024-03-01,2024,3,FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Closed,16.76797,75.59056
4470,100020004202504470,Bengaluru Rural,4,2025-08-21,2025,8,FIR,Non-Heinous,Public Order,Rioting,Charge Sheeted,13.25039,77.59745
4471,100050003202504471,Belagavi,3,2025-04-25,2025,4,FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Closed,15.82883,74.49145
4472,100040001202504472,Mangaluru (Dakshina Kannada),1,2025-01-16,2025,1,FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Under Investigation,12.98631,74.88319
4473,100050003202604473,Belagavi,3,2026-02-21,2026,2,FIR,Non-Heinous,Economic Offences,Cheating,Closed,15.84263,74.38336
4474,100010001202204474,Bengaluru City,1,2022-07-01,2022,7,FIR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,12.99754,77.56295
4475,400040004202304475,Mangaluru (Dakshina Kannada),4,2023-12-12,2023,12,UDR,Non-Heinous,Crimes Against Property,Theft,Closed,12.97506,74.8399
4476,100050001202504476,Belagavi,1,2025-02-18,2025,2,FIR,Non-Heinous,Crimes Against Property,Robbery,Closed,15.91842,74.42875
4477,100070004202504477,Hubballi-Dharwad,4,2025-05-16,2025,5,FIR,Non-Heinous,Cyber Crime,Identity Theft,Closed,15.4227,75.08914
4478,100240003202404478,Kodagu,3,2024-02-25,2024,2,FIR,Non-Heinous,Cyber Crime,Phishing,Under Investigation,12.38834,75.71969
4479,400080001202204479,Ballari,1,2022-05-16,2022,5,UDR,Non-Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,15.12846,76.94581
4480,100020003202404480,Bengaluru Rural,3,2024-12-16,2024,12,FIR,Non-Heinous,Crimes Against Body,Murder,Under Investigation,13.36313,77.58828
4481,100070004202304481,Hubballi-Dharwad,4,2023-10-15,2023,10,FIR,Heinous,Crimes Against Women,Sexual Assault,False Case,15.36557,75.2322
4482,700200003202504482,Chitradurga,3,2025-05-07,2025,5,Zero FIR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,14.13753,76.41668
4483,700020004202604483,Bengaluru Rural,4,2026-03-14,2026,3,Zero FIR,Heinous,Crimes Against Body,Attempt to Murder,Closed,13.2662,77.55452
4484,100210003202504484,Koppal,3,2025-03-17,2025,3,FIR,Non-Heinous,Economic Offences,Forgery,Closed,15.38889,76.09321
4485,100120001202604485,Vijayapura,1,2026-10-25,2026,10,FIR,Heinous,Crimes Against Body,Assault,Undetected,16.8472,75.7415
4486,100100004202404486,Shivamogga,4,2024-11-16,2024,11,FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,13.86874,75.54733
4487,700080003202404487,Ballari,3,2024-10-13,2024,10,Zero FIR,Non-Heinous,Crimes Against Property,Dacoity,Closed,15.20207,76.93425
4488,100070004202404488,Hubballi-Dharwad,4,2024-05-01,2024,5,FIR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,15.21551,75.17671
4489,100230003202404489,Chamarajanagar,3,2024-09-22,2024,9,FIR,Non-Heinous,Crimes Against Property,Burglary,False Case,11.86,76.93232
4490,100210004202604490,Koppal,4,2026-07-16,2026,7,FIR,Non-Heinous,Economic Offences,Cheating,Undetected,15.33648,76.12034
4491,100030004202604491,Mysuru,4,2026-06-15,2026,6,FIR,Non-Heinous,Crimes Against Women,Molestation,Under Investigation,12.37607,76.69362
4492,100160001202304492,Udupi,1,2023-11-12,2023,11,FIR,Non-Heinous,Crimes Against Property,Robbery,Under Investigation,13.38713,74.72047
4493,700160003202604493,Udupi,3,2026-09-27,2026,9,Zero FIR,Non-Heinous,Economic Offences,Forgery,Closed,13.40766,74.81076
4494,100110001202204494,Davanagere,1,2022-07-19,2022,7,FIR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,14.3951,75.90776
4495,400080003202504495,Ballari,3,2025-06-06,2025,6,UDR,Non-Heinous,Crimes Against Women,Dowry Harassment,False Case,15.20457,76.97432
4496,100190003202504496,Hassan,3,2025-10-17,2025,10,FIR,Heinous,Crimes Against Women,Domestic Violence,Closed,13.01947,76.11213
4497,100160004202304497,Udupi,4,2023-10-21,2023,10,FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,13.35771,74.77632
4498,700040004202604498,Mangaluru (Dakshina Kannada),4,2026-07-24,2026,7,Zero FIR,Non-Heinous,Crimes Against Property,Robbery,False Case,12.83248,74.87448
4499,400230002202404499,Chamarajanagar,2,2024-12-22,2024,12,UDR,Non-Heinous,Crimes Against Body,Murder,Under Investigation,11.93731,76.93549
4500,100110002202504500,Davanagere,2,2025-09-26,2025,9,FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,14.54453,75.97133
4501,100110004202504501,Davanagere,4,2025-06-22,2025,6,FIR,Non-Heinous,Narcotics,NDPS Trafficking,Charge Sheeted,14.46921,75.93022
4502,100140002202404502,Bidar,2,2024-05-01,2024,5,FIR,Non-Heinous,Crimes Against Body,Assault,Under Investigation,17.9283,77.43768
4503,100050003202404503,Belagavi,3,2024-05-09,2024,5,FIR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,15.89757,74.41734
4504,100040003202504504,Mangaluru (Dakshina Kannada),3,2025-02-27,2025,2,FIR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,12.99376,74.86727
4505,100180002202604505,Mandya,2,2026-04-14,2026,4,PAR,Heinous,Crimes Against Women,Molestation,Charge Sheeted,12.5707,76.95823
4506,100080002202404506,Ballari,2,2024-06-20,2024,6,FIR,Non-Heinous,Economic Offences,Forgery,Under Investigation,15.12464,76.94682
4507,100010001202604507,Bengaluru City,1,2026-09-15,2026,9,FIR,Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,12.94656,77.54563
4508,100050002202504508,Belagavi,2,2025-03-27,2025,3,FIR,Non-Heinous,Crimes Against Property,Theft,Under Investigation,15.77822,74.59584
4509,100110001202604509,Davanagere,1,2026-07-27,2026,7,PAR,Non-Heinous,Crimes Against Body,Murder,Charge Sheeted,14.44118,75.96173
4510,100060003202204510,Kalaburagi,3,2022-09-10,2022,9,FIR,Non-Heinous,Crimes Against Women,Molestation,Undetected,17.29793,76.77344
4511,100040004202604511,Mangaluru (Dakshina Kannada),4,2026-06-05,2026,6,FIR,Non-Heinous,Crimes Against Women,Domestic Violence,Under Investigation,12.98635,74.75544
4512,100090003202604512,Tumakuru,3,2026-10-18,2026,10,FIR,Non-Heinous,Cyber Crime,Phishing,Closed,13.29141,77.17436
4513,700030001202604513,Mysuru,1,2026-02-07,2026,2,Zero FIR,Non-Heinous,Economic Offences,Cheating,Under Investigation,12.27368,76.64623
4514,100220004202404514,Yadgir,4,2024-07-01,2024,7,PAR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Charge Sheeted,16.81479,77.21054
4515,100230003202604515,Chamarajanagar,3,2026-01-03,2026,1,FIR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,11.96927,76.9397
4516,100240003202304516,Kodagu,3,2023-11-07,2023,11,FIR,Heinous,Crimes Against Body,Murder,Charge Sheeted,12.34909,75.70917
4517,100160004202604517,Udupi,4,2026-06-24,2026,6,FIR,Heinous,Crimes Against Body,Attempt to Murder,Closed,13.29282,74.6875
4518,100240002202604518,Kodagu,2,2026-05-04,2026,5,FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Under Investigation,12.37387,75.81396
4519,100160004202504519,Udupi,4,2025-09-13,2025,9,FIR,Non-Heinous,Crimes Against Women,Molestation,Closed,13.36342,74.85667
4520,100190004202604520,Hassan,4,2026-10-27,2026,10,FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,12.97386,76.17605
4521,100020001202604521,Bengaluru Rural,1,2026-05-09,2026,5,FIR,Non-Heinous,Crimes Against Body,Murder,Closed,13.26531,77.52569
4522,100110002202504522,Davanagere,2,2025-03-11,2025,3,PAR,Non-Heinous,Crimes Against Body,Murder,Closed,14.34885,75.92974
4523,100050003202404523,Belagavi,3,2024-04-03,2024,4,FIR,Heinous,Crimes Against Women,Sexual Assault,False Case,15.82815,74.51555
4524,100110004202204524,Davanagere,4,2022-11-08,2022,11,FIR,Non-Heinous,Narcotics,NDPS Possession,Under Investigation,14.47258,75.91609
4525,100120001202204525,Vijayapura,1,2022-11-19,2022,11,PAR,Heinous,Crimes Against Body,Murder,False Case,16.80945,75.73024
4526,100160003202404526,Udupi,3,2024-05-13,2024,5,FIR,Non-Heinous,Economic Offences,Cheating,Closed,13.38795,74.77893
4527,100010001202504527,Bengaluru City,1,2025-11-25,2025,11,FIR,Non-Heinous,Crimes Against Body,Assault,False Case,13.05139,77.39377
4528,100250003202504528,Ramanagara,3,2025-02-10,2025,2,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,12.67318,77.27195
4529,100020001202504529,Bengaluru Rural,1,2025-12-22,2025,12,FIR,Heinous,Crimes Against Body,Murder,Charge Sheeted,13.33423,77.47979
4530,100050004202604530,Belagavi,4,2026-08-20,2026,8,FIR,Heinous,Narcotics,NDPS Trafficking,False Case,15.94838,74.49763
4531,100050004202304531,Belagavi,4,2023-01-10,2023,1,FIR,Heinous,Crimes Against Women,Sexual Assault,Closed,15.81214,74.52193
4532,100050001202204532,Belagavi,1,2022-11-25,2022,11,FIR,Non-Heinous,Crimes Against Women,Molestation,Under Investigation,15.89538,74.423
4533,100120003202304533,Vijayapura,3,2023-10-04,2023,10,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,16.81176,75.67616
4534,100050002202604534,Belagavi,2,2026-03-24,2026,3,FIR,Non-Heinous,Crimes Against Property,Robbery,Undetected,15.80263,74.47947
4535,100040002202504535,Mangaluru (Dakshina Kannada),2,2025-02-16,2025,2,FIR,Heinous,Crimes Against Women,Domestic Violence,Charge Sheeted,12.95485,74.86962
4536,700100002202504536,Shivamogga,2,2025-08-21,2025,8,Zero FIR,Non-Heinous,Crimes Against Women,Domestic Violence,Charge Sheeted,13.96424,75.51952
4537,700130003202504537,Raichur,3,2025-06-25,2025,6,Zero FIR,Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,16.228,77.41459
4538,100110002202404538,Davanagere,2,2024-03-18,2024,3,FIR,Non-Heinous,Narcotics,NDPS Trafficking,Under Investigation,14.51639,75.93492
4539,100230004202604539,Chamarajanagar,4,2026-04-13,2026,4,FIR,Non-Heinous,Crimes Against Property,Dacoity,Under Investigation,11.971,76.95478
4540,100020003202604540,Bengaluru Rural,3,2026-10-12,2026,10,FIR,Non-Heinous,Crimes Against Body,Assault,Charge Sheeted,13.18953,77.52915
4541,100190002202604541,Hassan,2,2026-03-05,2026,3,FIR,Heinous,Narcotics,NDPS Trafficking,Charge Sheeted,12.92454,76.10849
4542,400010001202204542,Bengaluru City,1,2022-09-06,2022,9,UDR,Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,12.92668,77.63851
4543,100030003202404543,Mysuru,3,2024-11-18,2024,11,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,12.30154,76.66827
4544,100060004202504544,Kalaburagi,4,2025-12-20,2025,12,FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,False Case,17.34906,76.84994
4545,100050002202604545,Belagavi,2,2026-08-07,2026,8,FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,15.86051,74.5341
4546,100100001202304546,Shivamogga,1,2023-08-23,2023,8,FIR,Non-Heinous,Economic Offences,Cheating,Under Investigation,13.93738,75.61689
4547,100190004202304547,Hassan,4,2023-08-20,2023,8,FIR,Non-Heinous,Cyber Crime,Cyberstalking,False Case,12.99423,76.11472
4548,100070004202604548,Hubballi-Dharwad,4,2026-06-25,2026,6,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,15.32455,75.15157
4549,100030001202504549,Mysuru,1,2025-08-02,2025,8,FIR,Non-Heinous,Crimes Against Body,Murder,Charge Sheeted,12.29644,76.80126
4550,100240002202204550,Kodagu,2,2022-03-05,2022,3,FIR,Heinous,Crimes Against Body,Assault,Closed,12.28541,75.84575
4551,400040002202604551,Mangaluru (Dakshina Kannada),2,2026-03-27,2026,3,UDR,Non-Heinous,Cyber Crime,Phishing,Charge Sheeted,12.97101,74.85428
4552,100060001202504552,Kalaburagi,1,2025-10-19,2025,10,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,17.28099,76.86243
4553,100270004202604553,Bagalkot,4,2026-01-10,2026,1,PAR,Non-Heinous,Crimes Against Women,Domestic Violence,Under Investigation,16.14283,75.60937
4554,100290003202604554,Gadag,3,2026-01-02,2026,1,PAR,Non-Heinous,Public Order,Unlawful Assembly,False Case,15.37738,75.66675
4555,100200001202404555,Chitradurga,1,2024-11-17,2024,11,FIR,Non-Heinous,Crimes Against Women,Molestation,Under Investigation,14.20889,76.39033
4556,100050004202304556,Belagavi,4,2023-01-11,2023,1,FIR,Non-Heinous,Crimes Against Property,Dacoity,False Case,15.8608,74.50862
4557,100040004202204557,Mangaluru (Dakshina Kannada),4,2022-08-01,2022,8,FIR,Heinous,Crimes Against Body,Murder,Charge Sheeted,12.90972,74.83722
4558,100020003202604558,Bengaluru Rural,3,2026-03-19,2026,3,FIR,Heinous,Crimes Against Body,Grievous Hurt,Closed,13.32565,77.48639
4559,100030004202304559,Mysuru,4,2023-11-26,2023,11,FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,12.3227,76.56022
4560,400180002202304560,Mandya,2,2023-07-22,2023,7,UDR,Heinous,Crimes Against Body,Assault,Under Investigation,12.41373,76.83173
4561,100010001202404561,Bengaluru City,1,2024-04-09,2024,4,FIR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,12.92794,77.60882
4562,100270002202204562,Bagalkot,2,2022-07-27,2022,7,FIR,Non-Heinous,Crimes Against Property,Theft,False Case,16.10035,75.61156
4563,400070002202504563,Hubballi-Dharwad,2,2025-07-10,2025,7,UDR,Non-Heinous,Crimes Against Property,Robbery,False Case,15.39108,75.13842
4564,100090004202404564,Tumakuru,4,2024-06-27,2024,6,FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Under Investigation,13.25762,77.11236
4565,100140002202504565,Bidar,2,2025-07-11,2025,7,FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,17.8725,77.6096
4566,700190003202504566,Hassan,3,2025-11-10,2025,11,Zero FIR,Non-Heinous,Cyber Crime,Online Fraud,Under Investigation,13.00162,76.17397
4567,100010002202204567,Bengaluru City,2,2022-07-12,2022,7,FIR,Non-Heinous,Economic Offences,Forgery,Closed,12.99045,77.66398
4568,100050004202504568,Belagavi,4,2025-10-24,2025,10,FIR,Non-Heinous,Economic Offences,Forgery,Under Investigation,15.91834,74.50568
4569,100050002202404569,Belagavi,2,2024-05-09,2024,5,FIR,Non-Heinous,Crimes Against Body,Murder,Under Investigation,15.83197,74.41747
4570,100190001202204570,Hassan,1,2022-04-26,2022,4,FIR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,13.01716,76.2032
4571,100210001202204571,Koppal,1,2022-03-06,2022,3,PAR,Non-Heinous,Crimes Against Body,Grievous Hurt,False Case,15.416,76.15611
4572,100050003202504572,Belagavi,3,2025-07-08,2025,7,FIR,Non-Heinous,Narcotics,NDPS Possession,False Case,15.89443,74.46937
4573,100020004202404573,Bengaluru Rural,4,2024-01-09,2024,1,FIR,Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,13.30437,77.58853
4574,100170001202204574,Kolar,1,2022-02-09,2022,2,FIR,Non-Heinous,Cyber Crime,Online Fraud,False Case,13.06237,78.02089
4575,100080002202204575,Ballari,2,2022-01-14,2022,1,FIR,Heinous,Crimes Against Body,Assault,Charge Sheeted,15.11538,77.00243
4576,100050004202604576,Belagavi,4,2026-12-19,2026,12,FIR,Non-Heinous,Crimes Against Property,Theft,Under Investigation,15.83861,74.39169
4577,100010004202604577,Bengaluru City,4,2026-03-11,2026,3,FIR,Non-Heinous,Crimes Against Women,Molestation,Under Investigation,12.91193,77.61539
4578,100260001202604578,Chikkaballapur,1,2026-12-02,2026,12,FIR,Non-Heinous,Crimes Against Women,Molestation,Charge Sheeted,13.48913,77.70187
4579,100010004202504579,Bengaluru City,4,2025-05-05,2025,5,FIR,Heinous,Crimes Against Body,Murder,Under Investigation,12.95843,77.55559
4580,100070001202404580,Hubballi-Dharwad,1,2024-08-27,2024,8,FIR,Non-Heinous,Cyber Crime,Identity Theft,Under Investigation,15.25071,75.10094
4581,100160004202504581,Udupi,4,2025-09-12,2025,9,FIR,Heinous,Crimes Against Women,Molestation,Closed,13.38487,74.77294
4582,100090004202404582,Tumakuru,4,2024-10-26,2024,10,FIR,Heinous,Narcotics,NDPS Possession,Charge Sheeted,13.31992,77.05514
4583,100020001202404583,Bengaluru Rural,1,2024-07-04,2024,7,FIR,Non-Heinous,Crimes Against Body,Murder,False Case,13.32592,77.5202
4584,100110002202604584,Davanagere,2,2026-07-16,2026,7,FIR,Non-Heinous,Economic Offences,Forgery,Under Investigation,14.39876,75.92021
4585,100020003202504585,Bengaluru Rural,3,2025-05-27,2025,5,FIR,Non-Heinous,Crimes Against Women,Domestic Violence,Charge Sheeted,13.27128,77.54175
4586,100230004202404586,Chamarajanagar,4,2024-09-27,2024,9,FIR,Non-Heinous,Crimes Against Property,Burglary,Under Investigation,11.92252,76.94248
4587,100140002202504587,Bidar,2,2025-10-22,2025,10,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Undetected,17.91935,77.63843
4588,100240001202204588,Kodagu,1,2022-04-14,2022,4,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,12.34556,75.69816
4589,100010002202604589,Bengaluru City,2,2026-10-14,2026,10,PAR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,13.01155,77.61768
4590,100030001202404590,Mysuru,1,2024-01-14,2024,1,FIR,Heinous,Crimes Against Women,Domestic Violence,Under Investigation,12.28008,76.64439
4591,100050003202404591,Belagavi,3,2024-07-16,2024,7,FIR,Non-Heinous,Crimes Against Property,Dacoity,Closed,15.94731,74.49001
4592,100130003202604592,Raichur,3,2026-09-08,2026,9,FIR,Heinous,Crimes Against Women,Domestic Violence,False Case,16.30753,77.31592
4593,100030001202504593,Mysuru,1,2025-10-18,2025,10,FIR,Non-Heinous,Cyber Crime,Cyberstalking,Charge Sheeted,12.34307,76.5752
4594,100060001202604594,Kalaburagi,1,2026-08-08,2026,8,PAR,Non-Heinous,Crimes Against Body,Murder,Charge Sheeted,17.23298,76.84036
4595,100110003202404595,Davanagere,3,2024-04-05,2024,4,PAR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Closed,14.47793,75.8472
4596,100070003202204596,Hubballi-Dharwad,3,2022-03-27,2022,3,FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,15.40637,75.16278
4597,400030003202204597,Mysuru,3,2022-08-26,2022,8,UDR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,12.33006,76.67051
4598,100140004202404598,Bidar,4,2024-08-05,2024,8,FIR,Non-Heinous,Cyber Crime,Online Fraud,Under Investigation,17.84368,77.54051
4599,100070004202604599,Hubballi-Dharwad,4,2026-01-01,2026,1,FIR,Non-Heinous,Crimes Against Property,Theft,Under Investigation,15.3882,75.15866
4600,100040004202304600,Mangaluru (Dakshina Kannada),4,2023-07-20,2023,7,FIR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,12.76457,74.84489
